Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
08-11-2022-21-33-17_jpg.rf.3e72d81f6f2a2c6416f686d0b9a444dd.jpg,spoiled,1334.02312992126,1436.753611507223,347.30524114173227,1402.6023932047865,0.10747807904155814,0.09993071886911091,0.16733201097227546,0.09435524567150436,21.184301181102363,22.373426746853497,10.98523622047244,22.444292888585778,9.003956875150632,9.0521602391242,8.58241202047499,9.069484974188045,0.00021322949140038913,0.00020031932927651585,0.0003927267376019127,0.00019638305753144462,0.014602379648550065,0.014153421115635464,0.01981733427083251,0.01401367394837787,0.8770553800234312,0.8671855441946198,0.9678227256372656,0.8703409879288125
08-11-2022-21-33-31_jpg.rf.707c9b41dcac3d1e4ea0ec0d44246355.jpg,spoiled,1063.0853223425197,1122.2373364746727,259.06483759842524,1127.2597805195608,0.13391375839664815,0.1234457170927676,0.19627284856759797,0.11733270272266218,18.38490403543307,19.20788641577283,9.468873031496061,19.55279310558621,8.799208344369076,8.840807707139698,8.36788200342796,8.86851515258874,0.0005628070338171926,0.00051852115608255,0.0008524998129097824,0.0005127455229800407,0.023723554409430147,0.022771059617034732,0.029197599437450032,0.022643884891511895,0.9023125829990721,0.8966308002901142,0.9760837361747972,0.8961625201375687
08-11-2022-21-34-21_jpg.rf.52260e073cb81863fd79e6b122647e4c.jpg,spoiled,1333.0890132874015,1392.0633641267286,311.9874507874016,1466.1498542997087,0.11391917395395995,0.10553182283637821,0.16934652758963947,0.09906799873549689,20.705278051181104,21.58311116622233,10.363188976377952,22.53685907371815,8.968251984244398,9.008696573972244,8.55037297498054,9.044531448776713,0.00022975125295953715,0.00022119425477613432,0.0003936311583560667,0.00020874733298849698,0.015157547722489187,0.014872600807395267,0.019840140079043462,0.014448090980766179,0.8774607724816018,0.871735996549202,0.9711299438575004,0.8649203298004179
08-11-2022-21-35-14_jpg.rf.549de25e78417d7323bc0c738b81a146.jpg,spoiled,1231.0511811023623,1304.4195548391099,255.2542445866142,1279.5130510261022,0.11319143263586837,0.1050175609124931,0.176259393559365,0.10164285088787445,20.06951279527559,21.137268274536552,9.769746555118108,21.16622233244467,8.922350460457768,8.978739213336691,8.481986837150739,8.981115093560566,0.00024721338505177007,0.00022756955427730683,0.00043378706142177905,0.00023304919819586059,0.015723020862791287,0.015085408654634015,0.02082755533954427,0.015265948977900476,0.8864241752735514,0.8793660519725278,0.9763552515799963,0.8816713804281447
08-11-2022-21-35-52_jpg.rf.e646b1fdfeffc8286a7a506421c9aa43.jpg,spoiled,1173.1331815944886,1215.1492962985926,293.0829847440945,1319.1370822741646,0.11397248990826789,0.10046312501169873,0.16771249031899366,0.09903223253009308,19.762979822834648,20.743443486886974,10.460076279527563,21.698927397854796,8.967161403905617,9.023931707717018,8.571047939576351,9.046852903415475,0.0002075229370185304,0.0001923007132020836,0.0003512520452775282,0.0001867268909068167,0.014405656424423373,0.013867253268116352,0.018741719378902465,0.013664804825053913,0.8919828931480506,0.8876694614938062,0.972801791184819,0.8780572043912858
08-11-2022-21-37-07_jpg.rf.465bdf9457dde8bc2b43a66f73d0caae.jpg,spoiled,1200.9398375984256,1370.9766879533759,401.02632874015745,1418.3357306714618,0.11875779684392074,0.1016465150042218,0.1689311942643864,0.1001037377733034,20.07763287401575,22.129766259532516,11.258735236220472,22.50362700725402,8.875035212988749,8.970373199764335,8.50318539662069,8.97007828432984,0.0003023584538380015,0.00026333042932066386,0.00044813669949605523,0.0002550561862237248,0.017388457488748146,0.016227459114743253,0.0211692394642806,0.01597047858468007,0.8894286986049804,0.8730807262790093,0.9627704891971632,0.8686976388462669
08-11-2022-21-37-22_jpg.rf.6d19abf2d2810dc865a3546cc372954d.jpg,spoiled,1183.904712106299,1355.925165850332,426.07806348425197,1430.218240436481,0.11506367429438047,0.09846061661914454,0.16249091617951444,0.09736745758257148,20.052842027559052,22.156550313100627,11.59947096456693,22.736561473122947,8.920246681289939,9.005754384693686,8.553617127015189,9.012197436413667,0.00026461307805428105,0.00023311070244187734,0.0004197817843877875,0.0002285344021366944,0.01626693204185353,0.015267963270910673,0.02048857692441785,0.015117354336546273,0.8909782825011867,0.874490739108339,0.9604391258278251,0.8676149962103097
08-11-2022-21-37-46_jpg.rf.86d8cd093143c48fd1c38f6537e5919a.jpg,spoiled,713.7451402559057,1289.3723727447457,850.186946358268,1322.6903093806188,0.13719991926808278,0.10294492007424061,0.13129505677894412,0.09677391983941652,14.662832185039372,20.828507657015315,16.3292937992126,21.042842085684175,8.737660539477949,8.99961531598338,8.82973055019966,9.004993942861452,0.000314647601951454,0.00021410781243039333,0.000264105996961994,0.0002099466657858234,0.017738308880822153,0.01463242332733691,0.01625133831295115,0.01448953642411735,0.9338992669878536,0.8799127223208112,0.9210286263927114,0.8768033089804882
08-11-2022-21-38-04_jpg.rf.111e93b6f6f6a801a55572f36c91cf2e.jpg,spoiled,685.0791092519687,1241.5715791431585,801.8357529527559,1238.5299770599543,0.15372336200771236,0.10716651221280087,0.1391129365725079,0.1096608478637786,14.046013779527561,20.080972161944324,15.575787401574804,19.96391592783186,8.642105283911139,8.921803706596743,8.738772434841303,8.910021807740055,0.00035568332855415716,0.0002304467997862774,0.00029111184931354233,0.00023115409861546986,0.018859568620574467,0.01518047429385121,0.017062000155712763,0.01520375278066142,0.9364312901548436,0.8843094053785011,0.9255248496767774,0.88458995733831
08-11-2022-21-39-28_jpg.rf.882cc1799dc52c47ea196cf5b6ae14a3.jpg,spoiled,644.9690575787401,1281.581561163122,892.9610605314963,1287.3251286502573,0.13802806129957684,0.09905919651369785,0.12986483133313523,0.10068099062623023,14.246616633858267,20.52073904147808,16.3917937992126,20.690867381734762,8.665483885072614,8.919956730965616,8.761752896702436,8.92261265483171,0.00030046068392918033,0.00021436151744521224,0.00025820266484282973,0.00021166301865122787,0.017333801773678513,0.014641090036100873,0.016068685846790016,0.01454864318935714,0.9402310308772702,0.8810670034755295,0.9173185318262026,0.8805324682741875
